ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntBeers,MntVegetables,MntMeatProducts,MntSeafoodProducts,MntSweetProducts,MntJewelryProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
8658,1948,Bachelor,Divorced,"$68,092.00 ",1,1,11/2/2013,39,1080,197,615,1061,1495,555,2,2,6,10,5,1,0,1,1,0,0,1,SP
22157,1950,Master,Married,"$53,761.00 ",2,1,4/4/2013,43,916,69,424,670,158,1405,6,4,4,3,5,1,0,1,0,0,0,1,SP
32826,1957,Master,Married,"$52,845.00 ",2,0,4/18/2013,6,1319,19,1561,1135,317,1325,3,8,8,6,6,1,0,1,0,0,1,0,AUS
589,1987,Associate,Together,"$24,027.00 ",2,2,12/25/2013,48,1268,100,37,1029,637,876,2,2,0,3,8,0,1,0,1,0,0,0,SA
25075,1983,High School,Together,"$7,500.00 ",1,0,5/17/2014,69,744,28,752,1297,496,12,4,3,2,2,7,0,1,0,0,1,1,0,CA
30591,1972,High School,Divorced,"$42,586.00 ",1,1,9/9/2013,70,810,144,1525,981,1321,555,5,4,1,6,8,0,0,0,0,0,0,1,SP
1391,1981,High School,Married,"$42,586.00 ",1,1,1/25/2013,69,280,88,718,120,118,905,5,4,1,6,8,1,0,1,1,1,1,0,ME
29440,1982,PhD,Married,"$9,722.00 ",0,1,12/22/2012,42,893,137,946,92,1486,525,4,3,1,3,8,1,1,1,0,0,1,1,IND
20616,1949,High School,Single,"$86,836.00 ",2,2,2/5/2013,72,432,198,647,1141,910,18,1,6,10,6,5,0,1,1,0,0,1,0,SA
2313,1960,Master,Together,"$30,467.00 ",1,1,7/23/2013,72,342,16,616,752,1216,1290,1,1,0,2,7,0,1,0,1,1,0,1,SA
2199,1989,High School,Together,"$54,549.00 ",1,0,5/21/2014,93,1456,102,1109,1493,661,1127,2,5,1,4,7,0,1,0,0,1,0,1,SP
11320,1969,Master,Together,"$19,444.00 ",0,2,5/21/2013,88,695,124,816,1047,657,1281,3,4,1,2,7,1,0,0,0,0,0,0,SA
15244,1954,High School,Single,"$69,245.00 ",2,2,12/26/2013,85,483,45,1175,158,540,1101,2,6,5,10,3,0,1,1,0,1,0,0,US
37374,1945,Associate,Widow,"$72,968.00 ",0,1,12/17/2012,47,230,176,901,48,830,804,1,5,5,8,3,1,0,0,0,1,0,1,SA
18449,1948,Master,Divorced,"$48,686.00 ",2,2,4/30/2013,67,1174,8,1042,665,1340,1123,1,1,0,2,8,1,0,0,1,1,1,1,CA
8273,1965,Associate,Married,"$73,687.00 ",2,0,2/4/2013,86,150,4,1504,1330,716,390,1,3,9,9,2,0,0,1,0,0,1,0,SP
28348,1961,Associate,Married,"$82,716.00 ",0,0,12/10/2012,52,277,183,1534,94,848,1313,1,6,8,13,2,1,0,1,0,1,1,0,ME
36441,1960,High School,Single,"$35,523.00 ",2,2,5/2/2014,86,1051,5,911,1209,159,1272,2,3,0,3,7,1,0,1,0,1,1,0,SA
26563,1963,Associate,Married,"$60,554.00 ",2,0,3/17/2014,0,6,143,801,874,269,734,2,8,4,9,6,0,0,1,0,1,0,1,IND
26080,1978,Bachelor,Single,"$64,090.00 ",0,2,7/9/2012,5,347,184,1399,907,117,334,1,6,9,4,5,0,1,1,0,0,1,1,SA
4746,1983,Master,Married,"$61,559.00 ",2,1,1/10/2014,27,378,66,692,1235,1054,972,1,4,2,10,3,1,0,1,1,0,0,1,US
18854,1975,Associate,Together,"$71,670.00 ",1,2,6/5/2014,99,1344,136,1595,1022,1448,1320,1,5,3,6,6,0,0,0,1,1,1,1,SA
15381,1951,Bachelor,Together,"$67,680.00 ",1,0,4/20/2013,40,129,21,1585,971,980,1246,1,7,3,8,5,0,0,1,0,0,1,1,AUS
30203,1973,High School,Single,"$54,386.00 ",2,2,6/18/2013,62,411,57,841,1374,1080,120,2,3,2,10,3,0,0,0,0,1,1,0,US
19859,1989,Bachelor,Together,"$64,108.00 ",2,2,8/15/2012,7,1176,16,1572,818,1226,514,4,6,9,11,5,1,0,0,0,0,0,1,US
37199,1974,Bachelor,Married,"$69,702.00 ",0,1,4/16/2014,92,526,33,473,1480,132,522,2,7,7,10,4,0,1,1,0,1,0,1,ME
19447,1968,Master,Single,"$47,958.00 ",1,2,10/18/2013,57,860,195,681,1176,1124,1387,2,6,3,5,5,1,1,1,1,1,0,1,IND
7990,1949,Associate,Single,"$67,716.00 ",0,0,10/15/2013,41,314,195,468,1053,993,1294,4,7,4,13,5,0,1,1,0,0,0,0,GER
37016,1981,High School,Married,"$34,600.00 ",1,0,9/11/2012,46,88,56,675,1206,1200,259,5,5,2,5,8,0,0,1,1,0,1,1,CA
28345,1959,High School,Together,"$34,600.00 ",0,0,5/28/2013,32,430,31,980,410,1029,1192,5,5,2,5,8,1,0,1,1,0,1,0,CA
28304,1962,High School,Together,"$48,752.00 ",2,1,9/27/2012,0,1306,41,1711,1101,1421,18,5,6,1,5,9,1,1,0,1,0,0,1,CA
370,1954,Associate,Together,"$15,716.00 ",2,0,5/30/2014,69,788,166,1463,373,362,1119,3,3,0,4,8,0,1,1,0,0,0,0,ME
37688,1978,PhD,Single,"$46,610.00 ",1,2,6/20/2014,3,528,30,919,687,707,295,6,4,1,6,6,1,0,0,0,0,1,0,ME
37277,1949,PhD,Together,"$74,985.00 ",2,2,7/27/2012,62,1090,150,1210,1060,959,767,1,3,6,7,2,1,1,1,0,0,0,1,ME
25463,1959,PhD,Together,"$45,576.00 ",2,0,9/12/2012,37,1334,134,343,242,1026,748,1,3,1,3,8,1,1,1,1,0,1,0,ME
6047,1951,High School,Divorced,"$113,734.00 ",0,2,10/19/2012,45,304,61,1035,415,434,1281,0,27,0,0,1,0,1,0,0,1,0,0,SP
12372,1955,Master,Together,"$57,100.00 ",0,1,10/16/2012,69,744,198,873,639,1470,1263,2,3,2,7,3,0,0,0,1,0,0,0,SP
5695,1975,Master,Single,"$24,434.00 ",2,0,1/12/2014,79,219,151,1006,1127,247,516,2,2,1,2,7,0,1,0,0,1,1,0,SP
5812,1974,Associate,Together,"$37,126.00 ",2,0,3/26/2013,61,577,24,980,1252,1267,329,1,1,2,2,6,1,0,1,1,0,0,0,ME
17347,1976,Associate,Together,"$45,160.00 ",1,0,3/10/2013,98,484,11,200,1184,1117,1217,1,1,0,2,7,1,1,1,0,1,0,0,CA
14333,1950,Associate,Married,"$33,178.00 ",0,2,4/29/2013,60,1114,87,1020,630,590,685,1,1,0,3,4,1,1,0,0,0,0,1,ME
17319,1987,PhD,Together,"$64,866.00 ",2,2,2/4/2014,33,632,24,110,1279,498,369,4,7,3,7,5,1,1,0,0,0,1,0,GER
23069,1944,High School,Married,"$34,176.00 ",1,2,4/1/2013,22,1169,101,296,1310,1307,496,1,1,0,3,3,0,1,1,1,0,0,1,CA
26655,1963,High School,Divorced,"$50,014.00 ",0,2,10/11/2012,6,1239,64,502,592,332,1023,2,4,1,8,5,0,0,0,1,1,0,1,CA
27013,1943,Master,Married,"$92,344.00 ",1,0,8/21/2012,13,1069,127,329,82,309,336,0,5,10,5,1,0,1,0,0,0,1,1,ME
33478,1966,High School,Married,"$55,282.00 ",0,2,7/12/2012,72,1358,178,295,1301,302,377,1,3,1,6,4,1,0,0,0,0,0,1,AUS
18745,1976,Bachelor,Together,"$48,799.00 ",2,0,2/27/2013,43,934,151,174,945,1289,691,3,3,2,7,3,1,1,0,0,1,0,1,SP
27589,1962,Bachelor,Single,"$84,169.00 ",1,0,1/12/2014,57,1132,97,1213,146,650,154,1,7,6,6,3,1,0,1,1,1,0,1,GER
10972,1974,Master,Married,"$84,169.00 ",0,2,3/22/2014,40,740,161,1705,10,1108,1156,1,7,6,6,3,0,1,0,1,0,1,1,GER
412,1962,PhD,Married,"$39,763.00 ",2,2,3/12/2014,37,385,8,344,156,449,467,2,5,1,2,9,1,0,0,1,0,1,0,SA
1987,1950,Associate,Married,"$74,165.00 ",0,0,4/2/2013,79,498,79,1125,985,182,878,1,5,4,10,2,1,1,1,1,1,1,0,SP
26119,1957,Master,Together,"$42,720.00 ",0,0,6/1/2014,94,1107,148,579,523,774,1303,8,7,3,7,8,1,1,0,1,1,0,0,AUS
38318,1972,PhD,Married,"$65,275.00 ",1,1,10/2/2012,82,133,81,740,1141,589,1241,1,4,3,13,2,1,0,0,1,1,0,1,AUS
35094,1983,Master,Divorced,"$36,443.00 ",2,1,10/15/2012,94,1304,128,1496,975,398,309,4,3,1,3,8,0,1,1,1,0,0,0,SP
26968,1973,PhD,Married,"$43,776.00 ",0,0,8/14/2012,28,879,32,1722,513,461,644,6,5,2,4,8,0,1,0,1,0,0,1,AUS
30557,1960,High School,Married,"$56,046.00 ",2,0,8/19/2013,98,936,31,1531,1272,963,268,2,10,1,8,8,1,1,0,0,1,0,1,SP
17248,1943,High School,Married,"$65,148.00 ",1,1,1/22/2014,16,172,173,735,1448,402,1341,2,6,6,7,4,1,0,1,0,1,0,0,SP
5776,1978,PhD,Married,"$49,431.00 ",1,0,7/31/2012,29,1257,167,897,1343,153,881,2,7,1,5,8,1,0,0,1,1,0,0,US
26153,1963,Bachelor,Divorced,"$32,583.00 ",0,1,12/6/2013,62,238,17,857,1191,1053,572,1,1,0,2,7,0,0,0,1,0,0,1,ME
1313,1987,Bachelor,Married,"$16,653.00 ",1,0,4/14/2014,43,1474,44,1089,1214,350,640,3,2,1,3,6,0,0,1,1,0,0,1,SP
20818,1982,PhD,Single,"$26,850.00 ",2,2,9/4/2013,19,1005,191,706,792,1099,800,4,2,1,4,4,0,0,1,0,1,0,1,IND
3810,1946,Master,Together,"$51,287.00 ",0,0,9/20/2013,87,117,161,915,844,1085,273,3,4,1,3,7,1,1,1,1,1,1,1,IND
8116,1988,Master,Married,"$43,050.00 ",2,1,11/7/2013,1,785,133,1470,342,459,276,2,2,0,4,5,0,0,0,1,1,0,1,IND
38380,1974,Associate,Single,"$73,448.00 ",2,0,1/28/2014,35,449,121,981,1035,716,1349,1,7,2,9,4,1,0,0,0,0,0,0,SA
22398,1988,Bachelor,Together,"$17,256.00 ",1,2,2/11/2014,71,1151,182,530,510,283,1154,2,2,1,2,8,0,1,1,1,0,0,1,AUS
29815,1957,Associate,Together,"$86,429.00 ",2,1,12/28/2012,15,162,146,636,268,63,269,0,7,4,7,2,0,0,0,0,0,0,1,IND
33823,1987,Bachelor,Married,"$33,569.00 ",0,1,6/18/2013,33,195,64,75,205,1462,396,1,1,1,2,8,1,0,0,0,1,1,1,AUS
21499,1955,High School,Married,"$25,130.00 ",0,2,11/9/2012,24,842,104,1383,224,622,0,2,2,0,3,7,0,1,1,1,1,0,1,IND
37895,1942,Bachelor,Single,"$62,998.00 ",2,1,4/4/2013,11,1091,64,1460,1044,893,506,5,5,4,5,5,0,0,0,0,0,0,1,SA
37826,1970,High School,Divorced,"$26,907.00 ",0,2,5/1/2013,7,653,22,1351,1356,1249,1387,2,1,0,3,7,0,0,1,0,1,0,0,ME
29016,1973,PhD,Divorced,"$26,907.00 ",0,0,11/1/2012,34,332,76,1629,793,1405,91,2,1,0,3,7,0,1,0,1,1,0,1,SP
39979,1988,PhD,Together,"$45,579.00 ",2,2,8/28/2013,40,1477,85,1070,1188,1027,273,1,4,1,4,6,1,1,0,0,1,0,0,CA
10949,1980,Bachelor,Married,"$47,320.00 ",2,2,6/21/2013,38,664,45,1563,234,123,526,6,5,1,8,6,1,0,1,1,0,1,1,IND
13184,1984,Associate,Married,"$70,179.00 ",1,2,6/9/2014,31,334,120,721,147,34,280,3,7,3,13,5,1,0,0,0,1,0,0,SA
19509,1943,Bachelor,Married,"$70,179.00 ",0,2,8/17/2013,37,652,32,511,1106,600,278,3,7,3,13,5,0,0,1,0,0,0,0,CA
11553,1945,High School,Married,"$28,072.00 ",1,2,12/28/2013,6,512,94,707,688,1168,666,1,1,0,3,7,0,0,1,1,1,1,1,CA
22652,1955,High School,Together,"$50,501.00 ",2,1,9/2/2013,86,434,62,1664,876,1288,1070,7,5,4,4,6,1,0,0,0,1,1,0,US
32243,1963,Associate,Married,"$58,917.00 ",0,0,5/2/2013,84,106,73,518,1426,910,488,5,4,1,6,5,1,1,0,1,1,1,1,AUS
43,1952,Master,Together,"$69,372.00 ",1,1,5/20/2014,96,1116,161,838,667,46,487,1,10,4,6,4,1,1,1,0,1,0,1,IND
3411,1984,Bachelor,Single,"$35,178.00 ",1,0,2/18/2014,20,41,177,76,525,1395,426,1,1,1,2,7,1,0,0,1,0,0,1,SP
25994,1944,Master,Married,"$35,178.00 ",2,2,12/11/2013,91,1245,41,375,570,882,72,1,1,1,2,7,0,1,1,0,1,0,1,GER
15696,1966,Master,Married,"$75,693.00 ",1,0,1/1/2013,39,625,200,771,1014,235,1147,1,11,4,6,4,0,0,0,1,0,1,0,IND
1342,1986,Bachelor,Divorced,"$69,109.00 ",0,1,12/22/2013,7,349,111,684,561,611,593,1,6,6,7,4,0,1,0,1,0,1,1,GER
10964,1979,PhD,Married,"$69,109.00 ",1,0,9/27/2012,79,312,5,273,129,277,1345,1,6,6,7,4,0,0,0,1,0,1,1,AUS
23873,1970,Associate,Single,"$80,134.00 ",0,1,4/27/2013,57,484,67,1350,1000,1448,322,1,2,7,11,5,1,1,1,0,0,1,1,CA
17951,1970,PhD,Single,"$64,713.00 ",0,2,12/14/2012,41,837,24,694,1142,193,616,2,5,5,7,4,1,1,1,1,1,0,0,US
21052,1946,Bachelor,Married,"$41,411.00 ",0,1,6/2/2013,93,832,156,112,718,1004,301,1,2,1,4,6,1,0,0,1,1,0,0,SA
5640,1944,Associate,Single,,0,0,1/28/2014,93,445,71,212,1374,1342,107,1,1,0,2,7,0,1,1,1,0,0,1,SP
15112,1984,High School,Married,"$55,521.00 ",2,0,10/14/2013,72,795,101,291,994,1101,1201,9,6,3,6,7,1,0,1,0,1,1,1,AUS
37807,1960,High School,Divorced,"$43,795.00 ",0,2,6/3/2014,69,1018,22,1052,1480,1119,761,3,7,3,4,7,1,0,1,0,0,0,0,SA
38178,1989,High School,Together,"$22,070.00 ",2,1,11/22/2013,68,216,108,110,1491,1387,1082,2,2,2,2,6,0,0,0,1,1,1,1,ME
38691,1981,Associate,Divorced,"$36,408.00 ",0,2,12/2/2013,99,365,25,605,463,1365,1298,1,1,0,2,6,1,1,1,1,0,0,1,SA
13860,1981,High School,Together,"$34,026.00 ",2,1,9/15/2013,45,488,169,98,139,549,156,3,2,1,3,5,0,0,0,1,1,1,1,SA
22450,1955,Master,Together,"$34,026.00 ",0,0,11/3/2012,68,1123,52,964,1345,1069,216,3,2,1,3,5,0,1,1,0,1,0,1,IND
18551,1965,Associate,Married,"$46,049.00 ",2,0,1/24/2014,76,1467,5,806,666,593,476,10,5,2,9,7,0,1,1,0,1,1,0,US
15287,1945,Bachelor,Married,"$35,641.00 ",2,2,8/14/2012,51,800,134,1017,96,19,212,2,3,1,4,7,0,1,1,0,1,0,1,GER
7334,1967,High School,Together,"$32,414.00 ",1,1,11/17/2012,74,1093,44,1044,1100,244,935,1,1,0,3,7,0,0,0,1,0,1,0,IND
20636,1970,Master,Single,"$59,821.00 ",1,2,2/8/2014,79,1319,37,1612,777,967,1222,6,11,2,7,8,0,0,1,1,1,1,0,SP
37109,1983,Associate,Widow,"$34,968.00 ",0,0,12/7/2012,21,166,67,1595,1363,492,362,7,3,2,5,7,1,0,0,1,1,0,1,US
2861,1973,Master,Married,"$56,320.00 ",0,0,6/30/2013,15,306,7,1130,384,1070,732,3,5,4,9,4,0,1,0,0,1,0,0,ME
7462,1988,High School,Single,"$70,091.00 ",0,2,8/15/2013,26,267,149,717,198,799,674,2,5,2,10,8,0,1,0,0,0,0,0,CA
32814,1980,Bachelor,Single,"$46,097.00 ",1,0,6/22/2013,45,588,197,725,746,1217,655,5,3,1,6,4,0,1,0,1,1,0,0,AUS
35343,1960,High School,Together,"$41,003.00 ",2,2,8/3/2013,62,94,200,831,548,679,660,1,6,2,8,6,0,0,0,0,0,0,0,CA
24156,1959,Bachelor,Together,"$44,911.00 ",0,0,11/4/2013,91,837,92,478,150,976,369,3,4,1,4,7,0,0,0,1,0,0,0,US
35439,1974,Associate,Single,"$33,249.00 ",0,1,6/3/2014,24,165,164,843,1400,555,709,2,2,1,3,6,0,1,1,0,0,0,1,IND
11944,1988,Master,Married,"$33,249.00 ",0,2,7/26/2012,60,912,198,409,1208,1331,668,2,2,1,3,6,0,1,1,0,0,0,1,SP
22709,1985,Master,Together,"$42,873.00 ",2,2,12/4/2012,25,810,22,319,749,1089,489,4,6,1,4,8,1,0,1,1,0,0,1,AUS
33040,1956,PhD,Single,"$51,039.00 ",1,1,11/5/2013,77,379,160,1157,147,1264,675,2,6,2,4,7,1,0,1,0,1,0,1,IND
27799,1960,High School,Single,"$78,952.00 ",0,2,7/10/2013,7,103,62,1599,700,821,1433,2,2,5,12,6,0,0,0,1,1,1,0,AUS
10980,1953,Associate,Together,"$29,435.00 ",2,1,11/13/2012,69,1033,88,1562,626,1452,1294,4,3,2,2,9,0,0,0,1,0,1,0,ME
24412,1958,Bachelor,Together,"$79,865.00 ",1,1,9/11/2013,23,938,143,194,986,588,1209,1,5,10,5,1,1,1,1,0,1,0,0,US
32998,1978,High School,Together,"$34,176.00 ",0,2,8/9/2012,35,445,68,1171,256,983,1409,4,3,0,4,6,1,1,0,0,1,0,1,ME
24629,1961,Master,Together,"$34,176.00 ",1,0,11/26/2013,19,781,3,478,341,1133,239,4,3,0,4,6,1,1,0,1,0,1,0,US
27639,1972,High School,Together,"$65,968.00 ",0,0,8/20/2013,7,1203,34,1653,326,519,938,2,5,4,7,3,1,1,1,1,1,0,1,US
11217,1942,Master,Divorced,"$86,424.00 ",1,2,2/2/2014,82,55,175,96,1099,329,31,1,6,9,12,1,0,1,1,1,1,0,0,US
16660,1965,Bachelor,Married,"$67,272.00 ",2,0,11/1/2013,43,1371,196,1409,749,712,806,3,6,2,12,5,1,0,1,0,1,0,1,GER
23050,1978,Associate,Divorced,"$78,499.00 ",2,0,3/2/2013,37,347,200,1211,1319,1434,495,1,11,3,4,4,0,1,1,1,1,1,1,US
39624,1955,PhD,Married,"$77,044.00 ",2,2,8/20/2012,17,1102,86,1454,1136,1041,638,2,7,11,11,4,0,1,0,0,0,1,0,SP
16762,1963,Associate,Married,"$70,515.00 ",1,0,11/16/2012,61,127,45,1169,847,1147,542,1,6,6,4,2,1,1,1,1,1,0,0,AUS
33050,1952,Master,Single,"$17,459.00 ",2,2,5/2/2013,34,681,175,459,904,1142,626,3,3,1,2,7,1,1,0,1,1,1,1,SP
5353,1956,Bachelor,Together,"$80,336.00 ",1,2,8/27/2013,40,204,35,21,263,1276,206,1,2,9,13,1,0,1,0,1,1,0,1,AUS
36515,1965,PhD,Divorced,"$15,759.00 ",0,2,9/6/2012,56,1430,90,1646,1484,932,233,1,1,0,2,7,0,1,1,0,1,0,1,SP
3935,1984,PhD,Together,"$26,326.00 ",2,0,3/30/2013,9,259,197,314,451,631,797,1,0,0,3,3,0,1,0,0,1,0,1,US
29174,1960,Master,Single,"$62,061.00 ",2,0,1/15/2013,59,1101,22,374,845,435,866,3,10,4,7,6,0,1,1,0,1,0,1,SA
4876,1979,Bachelor,Married,"$5,305.00 ",0,1,1/8/2014,85,340,174,700,769,739,823,0,1,0,0,13,0,1,0,1,0,1,0,GER
33029,1965,High School,Together,"$75,777.00 ",1,0,12/21/2013,14,104,195,1385,84,264,1135,1,3,6,11,1,1,1,1,1,0,0,1,SA
8115,1948,PhD,Single,"$75,777.00 ",2,0,2/20/2013,24,1037,200,337,685,280,1119,1,3,6,11,1,0,0,1,0,0,0,1,SP
19994,1955,Bachelor,Married,"$71,499.00 ",0,1,4/5/2013,44,631,36,1404,750,41,676,2,8,3,13,4,0,1,1,1,1,0,0,ME
38611,1946,Master,Divorced,"$31,626.00 ",2,0,2/10/2014,92,250,53,426,17,604,232,1,2,1,2,7,1,1,0,0,0,0,0,US
1977,1968,Bachelor,Divorced,"$42,670.00 ",0,0,1/6/2013,42,759,181,819,397,865,392,1,4,2,4,4,0,1,1,0,1,1,0,GER
22768,1962,Bachelor,Divorced,"$83,917.00 ",2,1,5/30/2014,85,1128,24,1212,115,1308,1089,1,6,7,7,3,0,0,1,0,0,0,1,SA
14315,1942,PhD,Divorced,"$41,021.00 ",1,0,3/24/2014,31,611,7,477,946,579,1217,2,2,0,3,6,0,0,1,1,0,0,0,AUS
19607,1963,High School,Married,"$79,456.00 ",2,2,1/17/2014,32,266,9,203,205,356,315,1,5,6,4,3,0,1,1,0,0,1,0,SP
28427,1989,Master,Single,"$78,789.00 ",0,2,9/8/2012,18,1066,147,104,1474,1296,391,1,4,6,5,2,0,1,0,0,1,0,1,IND
4612,1958,PhD,Together,"$50,870.00 ",0,0,7/1/2013,50,660,52,597,1095,484,1244,1,2,0,3,5,0,0,1,1,0,1,0,AUS
17717,1943,High School,Divorced,"$35,876.00 ",0,0,10/25/2012,57,554,26,1503,1414,1310,672,1,3,1,3,6,0,1,0,1,1,0,0,CA
19071,1968,PhD,Divorced,"$23,539.00 ",0,2,10/4/2013,58,90,126,1470,902,1389,1402,1,2,0,4,6,1,0,0,1,1,0,1,GER
8528,1982,Bachelor,Single,"$32,557.00 ",1,1,4/21/2013,0,262,183,906,355,911,1315,3,2,1,3,5,1,0,0,0,1,0,0,SA
24514,1948,PhD,Widow,"$62,466.00 ",1,0,6/15/2014,55,647,111,68,848,919,835,5,6,3,12,4,1,0,1,0,1,0,0,GER
24649,1974,Master,Widow,"$62,466.00 ",1,0,5/13/2014,27,1389,13,828,952,127,985,5,6,3,12,4,1,1,0,0,0,0,0,ME
20659,1965,Associate,Married,"$54,198.00 ",0,1,2/19/2014,13,717,151,1609,525,1323,199,6,3,1,6,4,0,0,1,0,1,1,0,GER
5242,1951,High School,Married,"$82,170.00 ",2,0,3/17/2013,49,120,161,1162,878,1426,770,1,5,6,7,2,1,0,0,1,1,1,0,SP
423,1951,PhD,Together,"$61,798.00 ",1,0,6/24/2013,31,53,190,1686,718,1127,1213,1,4,2,9,4,1,1,0,0,1,0,1,AUS
12700,1986,Associate,Divorced,"$15,253.00 ",2,1,5/11/2013,43,1261,9,292,1250,1113,766,2,1,0,3,7,0,0,0,0,1,1,0,SA
34941,1974,High School,Divorced,"$78,285.00 ",1,1,4/20/2013,82,1455,122,891,207,396,74,1,6,4,10,3,1,0,0,0,0,1,1,AUS
19851,1972,Associate,Married,"$62,535.00 ",2,0,2/6/2013,83,945,160,1173,188,941,1180,1,3,2,8,3,1,0,0,0,0,1,0,CA
26018,1989,Associate,Single,"$27,190.00 ",0,1,3/10/2013,33,215,176,1674,3,947,635,1,1,0,2,8,0,1,0,1,0,1,1,ME
34891,1945,High School,Together,"$48,985.00 ",2,1,4/23/2013,74,1385,48,1511,141,51,225,1,1,1,3,3,1,0,1,1,0,1,1,US
20492,1981,Bachelor,Together,"$72,940.00 ",1,1,8/27/2012,2,673,185,863,419,611,1192,1,3,3,6,1,1,1,1,1,1,0,1,SA
21149,1961,Master,Together,"$36,145.00 ",2,0,11/9/2013,31,696,32,772,1002,839,517,4,4,1,3,9,0,0,0,0,1,1,0,SP
33166,1957,PhD,Together,"$157,146.00 ",2,1,3/20/2013,13,24,33,728,828,823,529,0,0,28,0,1,1,0,1,1,0,1,1,GER
35204,1953,High School,Together,"$81,843.00 ",2,1,9/27/2012,85,1424,72,85,1080,491,897,1,5,9,12,3,0,0,0,1,0,0,1,AUS
2096,1964,Associate,Married,"$41,883.00 ",2,0,10/22/2012,27,1214,188,573,419,467,1462,3,4,2,3,7,1,0,0,1,0,1,1,SP
10933,1951,Bachelor,Single,"$45,759.00 ",2,0,6/11/2014,38,1328,31,1191,605,1028,732,2,2,0,3,7,1,1,1,0,1,1,0,SA
28721,1981,PhD,Divorced,"$45,759.00 ",2,2,8/15/2012,34,655,26,1520,534,1124,564,2,2,0,3,7,1,0,0,0,1,1,0,ME
39523,1968,Master,Together,"$78,394.00 ",2,1,10/20/2012,43,1304,115,1558,520,290,719,1,4,6,5,2,0,1,1,0,1,1,1,IND
3289,1984,Master,Married,"$30,279.00 ",0,1,1/30/2013,62,606,190,1549,189,444,1141,1,1,0,3,8,1,1,0,0,1,0,1,IND
35571,1971,Master,Married,"$30,279.00 ",1,2,11/23/2012,8,351,139,1424,987,333,40,1,1,0,3,8,0,0,0,1,1,1,0,SP
15894,1954,Master,Married,"$31,880.00 ",1,1,2/12/2013,4,1009,20,1211,590,697,1317,1,1,0,2,8,1,0,0,0,1,1,1,ME
35580,1973,Associate,Together,"$60,208.00 ",0,2,5/9/2014,29,965,74,1719,979,464,758,11,8,3,7,7,1,0,1,0,1,0,0,AUS
16917,1989,Master,Single,"$78,687.00 ",2,0,8/2/2012,46,146,34,393,1404,867,321,1,4,6,8,2,0,0,0,0,0,1,1,CA
1765,1944,Associate,Together,"$37,401.00 ",1,1,6/4/2014,81,1032,113,1027,1119,903,12,2,2,0,3,7,1,1,1,0,1,1,1,SA
21285,1972,Master,Single,"$37,401.00 ",0,0,1/25/2014,69,658,114,1309,1344,610,390,2,2,0,3,7,0,0,1,0,0,0,0,GER
16149,1950,Master,Divorced,"$75,315.00 ",0,0,1/26/2013,49,1440,96,503,209,45,446,2,5,4,12,2,0,1,0,1,1,0,0,US
12259,1980,Master,Together,"$69,263.00 ",2,2,9/6/2013,70,694,114,1673,436,1446,682,1,9,1,7,6,0,0,0,1,0,1,0,ME
36504,1944,Associate,Together,"$78,569.00 ",0,0,2/22/2014,31,304,112,524,178,212,1137,1,4,6,4,1,1,0,0,1,1,0,0,CA
26760,1976,High School,Widow,"$57,705.00 ",2,2,11/4/2012,43,1107,159,1377,290,660,1093,3,8,1,6,6,0,0,0,0,0,1,0,SP
31977,1971,Associate,Single,"$74,805.00 ",2,1,1/18/2014,66,1484,52,1078,1368,951,298,5,4,7,10,2,1,1,1,0,1,1,0,SP
15748,1986,High School,Together,"$66,426.00 ",2,1,4/5/2013,70,710,126,806,54,272,945,2,3,5,10,6,0,1,0,0,1,1,0,ME
31219,1970,Bachelor,Married,"$51,529.00 ",1,0,8/13/2012,68,606,162,1065,204,1395,556,2,9,1,5,8,0,1,1,0,1,0,0,US
28405,1972,Master,Married,"$18,100.00 ",1,0,6/4/2014,57,33,36,665,1415,91,1013,1,0,0,3,5,1,1,1,1,1,0,1,US
30869,1947,PhD,Divorced,"$59,601.00 ",2,0,3/25/2013,88,969,1,915,864,1434,338,4,2,2,7,8,1,0,1,0,1,0,1,AUS
38394,1959,High School,Married,"$20,981.00 ",0,1,7/16/2012,84,1038,195,499,833,660,826,1,3,1,2,8,0,1,0,0,1,0,0,CA
13107,1970,High School,Single,"$74,068.00 ",0,0,9/21/2012,4,1203,20,1701,1048,1366,795,1,4,10,9,2,1,0,1,0,1,1,0,CA
21218,1949,Master,Together,"$36,790.00 ",1,1,9/15/2013,30,736,15,111,1240,522,980,1,2,1,2,9,0,1,1,0,1,0,0,US
95,1978,Associate,Widow,"$18,793.00 ",1,2,8/30/2012,68,286,97,1176,1086,917,88,3,2,0,4,8,0,0,0,0,1,0,1,IND
1349,1975,High School,Married,"$27,421.00 ",0,2,5/30/2013,93,780,195,625,803,1026,459,3,4,1,6,7,0,0,0,1,1,0,0,US
26701,1967,Bachelor,Single,"$30,675.00 ",0,2,10/1/2012,93,1135,28,1001,1379,738,147,1,1,0,3,8,0,0,1,0,1,0,1,US
34728,1978,High School,Divorced,"$83,145.00 ",0,0,4/10/2014,95,872,45,1271,539,234,473,1,5,9,11,2,0,1,1,0,1,0,1,CA
